index,publishing year,book name,author,author_rating,book_average_rating,book_ratings_count,gross sales,publisher revenue,sale price,sales rank,publisher ,units sold,genre_children,genre_fiction,genre_genre fiction,genre_nonfiction
148,1939.0,Mad About Madeline,Ludwig Bemelmans,Intermediate,4.22,1.961590809989323,712.8,0.0,0.99,156,"Amazon Digital Services,  Inc.",720,0,0.0,1,0
149,1937.0,Think and Grow Rich,Napoleon Hill,Intermediate,4.17,-0.23688178326603052,702.9,0.0,0.99,158,"Amazon Digital Services,  Inc.",710,0,0.0,1,0
150,1932.0,Little House In The Big Woods,"Laura Ingalls Wilder, Garth Williams",Intermediate,4.16,2.228177150485826,697.95,418.77,0.99,159,"Amazon Digital Services,  Inc.",705,0,0.0,1,0
151,2004.0,Jonathan Strange & Mr Norrell,Susanna Clarke,Intermediate,3.8,1.2303744019354106,5593.0,3355.8,7.99,160,Hachette Book Group,700,0,0.0,1,0
152,2001.0,A Bend in the Road,Nicholas Sparks,Intermediate,4.02,0.6946313729385696,1353.2,811.92,1.99,164,HarperCollins Publishers,680,0,0.0,1,0
153,2013.0,The House of Hades,Rick Riordan,Famous,4.54,2.058312053392887,668.25,400.95,0.99,165,"Amazon Digital Services,  Inc.",675,0,0.0,0,1
154,2008.0,Gone,Michael  Grant,Intermediate,3.85,1.5769905901562535,3678.3,2206.98,5.49,166,"Amazon Digital Services,  Inc.",670,0,0.0,1,0
155,2003.0,The Wedding,Nicholas Sparks,Intermediate,3.98,0.7341385737382538,658.35,395.01,0.99,167,"Amazon Digital Services,  Inc.",665,0,0.0,1,0
156,2005.0,1776,David McCullough,Intermediate,4.06,1.1228005780712105,7814.4,4688.64,11.84,168,Random House LLC,660,0,0.0,1,0
157,2003.0,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,Intermediate,3.98,0.5476138136574962,648.45,0.0,0.99,169,"Amazon Digital Services,  Inc.",655,0,0.0,1,0
158,2012.0,Beautiful Ruins,Jess Walter,Intermediate,3.67,0.6709270524587592,9818.45,5891.07,14.99,169,Random House LLC,655,0,0.0,1,0
159,2006.0,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,Intermediate,3.69,0.5065517109789489,3243.5,0.0,4.99,170,"Amazon Digital Services,  Inc.",650,0,0.0,1,0
160,1999.0,On Writing: A Memoir of the Craft,Stephen King,Intermediate,4.31,1.1604990154607884,1943.5,0.0,2.99,170,"Amazon Digital Services,  Inc.",650,0,0.0,1,0
161,2008.0,Firefly Lane,Kristin Hannah,Intermediate,4.04,0.8585624567387047,3218.55,0.0,4.99,171,"Amazon Digital Services,  Inc.",645,0,0.0,1,0
162,1987.0,Sphere,Michael Crichton,Intermediate,3.77,1.0577802933816098,4473.6,2684.16,6.99,172,Random House LLC,640,0,0.0,1,0
163,2008.0,Love the One You're With,Emily Giffin,Intermediate,3.7,0.9488736964783842,5663.7,3398.22,8.99,174,Simon and Schuster Digital Sales Inc,630,0,0.0,1,0
164,2014.0,The Silkworm,"Robert Galbraith, J.K. Rowling",Intermediate,4.03,0.7964298469669926,608.85,0.0,0.99,177,"Amazon Digital Services,  Inc.",615,0,0.0,1,0
165,1985.0,The Vampire Lestat,Anne Rice,Intermediate,4.05,1.4720505796786991,603.9,362.34,0.99,178,"Amazon Digital Services,  Inc.",610,0,0.0,1,0
166,2011.0,State of Wonder,Ann Patchett,Intermediate,3.85,0.9496670137635184,1210.0,0.0,2.0,179,"Amazon Digital Services,  Inc.",605,0,0.0,1,0
167,2008.0,The Silver Linings Playbook,Matthew Quick,Intermediate,4.0,0.5086460686117033,594.0,0.0,0.99,180,"Amazon Digital Services,  Inc.",600,0,0.0,1,0
168,1869.0,Vingt Mille Lieues Sous les Mers,"Jules Verne, Anthony Bonner",Intermediate,3.86,0.8314627382785197,3540.25,0.0,5.95,181,"Amazon Digital Services,  Inc.",595,0,0.0,1,0
169,2005.0,The Constant Princess,Philippa Gregory,Intermediate,3.88,0.9480486465018446,3564.05,2138.43,5.99,181,Penguin Group (USA) LLC,595,0,0.0,1,0
170,1925.0,Mrs Dalloway,"Virginia Woolf, Maureen Howard",Intermediate,3.78,1.3142756380112055,1174.1,704.46,1.99,182,"Amazon Digital Services,  Inc.",590,0,0.0,1,0
171,2009.0,HundraÃ¥ringen som klev ut genom fÃ¶nstret och fÃ¶rsvann,"Jonas Jonasson, Rod Bradbury",Intermediate,3.81,-0.08361288377809938,5200.65,3120.39,8.89,183,Macmillan,585,0,0.0,1,0
172,1998.0,Bag of Bones,Stephen King,Intermediate,3.87,1.1453625216604275,569.25,0.0,0.99,185,"Amazon Digital Services,  Inc.",575,0,0.0,1,0
173,1985.0,The Cider House Rules,John Irving,Intermediate,4.1,0.9509045887283277,1134.3,0.0,1.99,186,"Amazon Digital Services,  Inc.",570,0,0.0,1,0
174,1984.0,Thinner,"Richard Bachman, Stephen King",Intermediate,3.66,1.120452358907213,1659.45,0.0,2.99,189,"Amazon Digital Services,  Inc.",555,0,0.0,1,0
175,1872.0,Le tour du monde en quatre-vingts jours,"Jules Verne, Michael Glencross, Brian W. Aldiss",Intermediate,3.9,0.7044050418914232,4434.45,2660.67,7.99,189,Penguin Group (USA) LLC,555,0,0.0,1,0
176,1994.0,Walk Two Moons,Sharon Creech,Intermediate,3.95,1.0928766500759477,544.5,326.7,0.99,190,"Amazon Digital Services,  Inc.",550,0,0.0,0,1
177,2003.0,Onze minutos,"Paulo Coelho, Margaret Jull Costa",Intermediate,3.69,0.23152447456861783,534.6,0.0,0.99,192,"Amazon Digital Services,  Inc.",540,0,0.0,1,0
178,1953.0,Nine Stories,J.D. Salinger,Intermediate,4.19,0.32456472576915907,2154.6,0.0,3.99,192,"Amazon Digital Services,  Inc.",540,0,0.0,1,0
179,2005.0,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,Intermediate,3.67,0.839744970735321,1599.65,959.79,2.99,193,Random House LLC,535,0,0.0,0,1
180,2007.0,Unwind,Neal Shusterman,Intermediate,4.18,1.5543334484928202,524.7,314.82,0.99,194,Macmillan,530,0,0.0,1,0
181,1996.0,"Drums of Autumn (Outlander, #4)",Diana Gabaldon,Intermediate,4.34,0.9147293205262074,1024.85,614.91,1.99,197,"Amazon Digital Services,  Inc.",515,0,0.0,0,1
182,2013.0,Prodigy,Marie Lu,Intermediate,4.29,1.7387003855580128,1524.9,0.0,2.99,198,"Amazon Digital Services,  Inc.",510,0,0.0,1,0
183,1603.0,The Tragedie of King Lear,William Shakespeare,Intermediate,3.89,1.2863826022658864,2014.95,1208.97,3.99,199,"Amazon Digital Services,  Inc.",505,0,0.0,1,0
184,1949.0,Death of a Salesman,Arthur Miller,Novice,3.49,1.1789039764759024,5433.18,3259.908,10.91,201,Penguin Group (USA) LLC,498,0,0.0,1,0
185,2007.0,The Choice,Nicholas Sparks,Intermediate,3.99,-0.04540672332603538,1483.04,0.0,2.99,202,"Amazon Digital Services,  Inc.",496,0,0.0,1,0
186,2012.0,Persepolis,Kate Egan,Famous,4.51,0.7934787066662933,2950.91,1770.546,6.01,205,HarperCollins Publishers,491,0,0.0,1,0
187,1929.0,The Sound and the Fury,William Faulkner,Intermediate,3.86,0.944208990841795,2445.1,1467.06,4.99,206,Hachette Book Group,490,0,0.0,1,0
188,2005.0,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,Intermediate,4.02,0.35861390364711976,483.12,289.872,0.99,207,"Amazon Digital Services,  Inc.",488,0,0.0,1,0
189,2002.0,BLEACHâ€•ãƒ–ãƒªãƒ¼ãƒâ€•ã€€1,Tite Kubo,Intermediate,4.21,0.7963029162013712,2605.92,1563.5520000000001,5.34,207,Penguin Group (USA) LLC,488,0,1.0,0,0
190,2013.0,Persepolis,Allie Brosh,Intermediate,4.17,0.7615873518038977,5269.53,3161.718,10.91,210,Penguin Group (USA) LLC,483,0,0.0,1,0
191,1992.0,The Shadow Rising ,Robert Jordan,Intermediate,4.21,0.8762692985429005,2057.58,1234.548,4.26,210,HarperCollins Publishing,483,0,0.0,0,1
192,2003.0,Shantaram,Gregory David Roberts,Intermediate,4.26,0.00961776357087406,476.19,0.0,0.99,211,"Amazon Digital Services,  Inc.",481,0,0.0,1,0
193,2008.0,From Dead to Worse,Charlaine Harris,Intermediate,4.01,1.7829040246856915,475.2,285.12,0.99,212,"Amazon Digital Services,  Inc.",480,0,0.0,1,0
194,1991.0,The Waste Lands,"Stephen King, Ned Dameron",Intermediate,4.24,0.7163048011684365,1429.22,0.0,2.99,213,"Amazon Digital Services,  Inc.",478,0,0.0,1,0
195,1997.0,The Bone Collector,Jeffery Deaver,Intermediate,4.18,0.8133433714860542,5253.22,3151.9320000000002,10.99,213,Random House LLC,478,0,0.0,1,0
196,1995.0,Der Vorleser,"Bernhard Schlink, Carol Brown Janeway",Intermediate,3.73,0.7933517759006719,1423.24,0.0,2.99,214,"Amazon Digital Services,  Inc.",476,0,0.0,1,0
197,1967.0,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr., Eric Carle",Intermediate,4.19,0.9760368803213798,2375.24,1425.144,4.99,214,Hachette Book Group,476,0,0.0,1,0
198,1989.0,Hyperion,Dan Simmons,Intermediate,4.21,0.8667812238126952,470.25,0.0,0.99,215,"Amazon Digital Services,  Inc.",475,0,0.0,1,0
199,1947.0,The Pearl of the World,John Steinbeck,Novice,3.41,1.217078404236561,470.25,282.15,0.99,215,"Amazon Digital Services,  Inc.",475,0,0.0,1,0
200,1971.0,The Exorcist,William Peter Blatty,Intermediate,4.14,0.937925917943532,1399.32,0.0,2.99,219,"Amazon Digital Services,  Inc.",468,0,0.0,1,0
201,2009.0,The Short Second Life of Bree Tanner,Stephenie Meyer,Intermediate,3.51,1.617227642858261,461.34,0.0,0.99,220,"Amazon Digital Services,  Inc.",466,0,0.0,1,0
202,1994.0,Snow Falling on Cedars,David Guterson,Intermediate,3.8,1.1752229842728796,1393.34,0.0,2.99,220,"Amazon Digital Services,  Inc.",466,0,0.0,1,0
203,1976.0,Roots,Alex Haley,Famous,4.42,0.7628883921515178,460.35,276.21,0.99,221,Macmillan,465,0,0.0,1,0
204,1988.0,Batman: The Killing Joke ,"Alan Moore, Brian Bolland, Tim Sale",Intermediate,4.36,0.6011785967497586,455.4,273.24,0.99,224,Random House LLC,460,0,0.0,1,0
205,1952.0,Invisible Man,Ralph Ellison,Intermediate,3.84,0.8936905461244479,455.4,0.0,0.99,224,"Amazon Digital Services,  Inc.",460,0,0.0,1,0
206,2007.0,A Long Way Gone. Memoirs of a Boy Soldier,Ishmael Beah,Intermediate,4.14,0.6774957195796705,3643.44,0.0,7.99,226,"Amazon Digital Services,  Inc.",456,0,0.0,1,0
207,1971.0,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,Intermediate,4.13,1.3032009287107318,1815.45,1089.27,3.99,227,"Amazon Digital Services,  Inc.",455,0,0.0,1,0
208,1982.0,Different Seasons,Stephen King,Intermediate,4.34,0.35068073079577755,5000.45,3000.27,10.99,227,Simon and Schuster Digital Sales Inc,455,0,0.0,1,0
209,1953.0,The Little House Collection,"Laura Ingalls Wilder, Garth Williams",Intermediate,4.33,0.9332612123069427,5195.91,3117.546,11.47,228,Random House LLC,453,0,0.0,1,0
210,1998.0,The Girls' Guide to Hunting and Fishing,Melissa Bank,Novice,3.29,0.6050499851012135,448.47,0.0,0.99,228,"Amazon Digital Services,  Inc.",453,0,0.0,0,1
211,2012.0,Wool Omnibus,Hugh Howey,Intermediate,4.24,-0.41023747641356006,2250.49,1350.2939999999999,4.99,229,Penguin Group (USA) LLC,451,0,0.0,1,0
212,2002.0,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,Intermediate,4.26,0.7509886328745046,4792.5,2875.5,10.65,230,Random House LLC,450,0,0.0,1,0
213,1997.0,The Power of Now,Eckhart Tolle,Intermediate,4.1,0.30587417053139687,4771.2,2862.72,10.65,231,Penguin Group (USA) LLC,448,0,0.0,1,0
214,2012.0,Let's Pretend This Never Happened (A Mostly True Memoir),Jenny  Lawson,Intermediate,3.9,0.7477836310425623,443.52,266.112,0.99,231,"Amazon Digital Services,  Inc.",448,0,0.0,1,0
215,2006.0,The Lies of Locke Lamora,Scott Lynch,Intermediate,4.3,0.756541853870444,1324.57,794.742,2.99,234,Simon and Schuster Digital Sales Inc,443,0,0.0,1,0
216,1995.0,Sabriel,Garth Nix,Intermediate,4.17,1.337123175823071,8811.18,5286.7080000000005,19.98,235,Random House LLC,441,0,0.0,1,0
217,2009.0,Dead and Gone,Charlaine Harris,Intermediate,4.01,1.5944753031206118,2175.64,1305.384,4.99,238,Random House LLC,436,0,0.0,1,0
218,2013.0,The Storyteller,Jodi Picoult,Intermediate,4.26,0.4570487123865737,430.65,0.0,0.99,239,"Amazon Digital Services,  Inc.",435,0,0.0,1,0
219,2011.0,Obsidian,Jennifer L. Armentrout,Intermediate,4.23,2.218816006521242,5191.67,3115.002,11.99,240,Penguin Group (USA) LLC,433,0,0.0,1,0
220,1982.0,"Life, the Universe and Everything",Douglas Adams,Intermediate,4.19,1.1630693634646234,2593.67,1556.2020000000002,5.99,240,Hachette Book Group,433,0,0.0,1,0
221,2013.0,Crown of Midnight,Sarah J. Maas,Famous,4.49,2.080873996982104,426.69,256.014,0.99,241,"Amazon Digital Services,  Inc.",431,0,0.0,1,0
222,2004.0,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley,Intermediate,4.18,1.0139891792422009,425.7,255.42,0.99,242,Random House LLC,430,0,0.0,1,0
223,2008.0,Half Broke Horses: A True Life Novel,Jeannette Walls,Intermediate,4.05,0.49779348815106716,5107.74,3064.6440000000002,11.99,244,Penguin Group (USA) LLC,426,0,0.0,1,0
224,1987.0,Mort,Terry Pratchett,Intermediate,4.22,1.0643172278111157,3821.22,2292.732,8.97,244,"Amazon Digital Services,  Inc.",426,0,0.0,1,0
225,2010.0,"The Iron King (The Iron Fey, #1) ",Julie Kagawa,Intermediate,3.92,2.004017418398301,420.75,252.45,0.99,245,Macmillan,425,0,0.0,1,0
226,1985.0,Lonesome Dove,Larry McMurtry,Famous,4.47,0.5263846431073044,1687.77,0.0,3.99,246,"Amazon Digital Services,  Inc.",423,0,0.0,1,0
227,2003.0,Stiff: The Curious Lives of Human Cadavers,Mary Roach,Intermediate,4.05,0.8755711793319824,4473.0,2683.8,10.65,248,Random House LLC,420,0,0.0,0,1
228,2011.0,Bloodlines,Richelle Mead,Intermediate,4.22,1.4498376956949408,413.82,248.292,0.99,249,Macmillan,418,0,0.0,1,0
229,1998.0,Ender's Shadow,Orson Scott Card,Intermediate,4.3,0.6540452606311029,411.84,0.0,0.99,250,"Amazon Digital Services,  Inc.",416,0,0.0,0,1
230,2009.0,Twenties Girl,Sophie Kinsella,Intermediate,3.82,0.7677752266279446,2070.85,1242.51,4.99,251,Random House LLC,415,0,0.0,1,0
231,1982.0,Schindler's Ark,Thomas Keneally,Intermediate,4.34,0.4261093382663391,2537.9,1522.74,6.19,254,"Amazon Digital Services,  Inc.",410,0,0.0,1,0
232,1970.0,The Bluest Eye,Toni Morrison,Intermediate,3.99,0.47707204066336134,1219.92,0.0,2.99,255,"Amazon Digital Services,  Inc.",408,0,0.0,1,0
233,2009.0,The White Queen,Philippa Gregory,Intermediate,3.9,0.7878937529789484,1685.04,1011.0239999999999,4.13,255,"Amazon Digital Services,  Inc.",408,0,0.0,1,0
234,1965.0,The Autobiography of Malcolm X,"Malcolm X, Alex Haley",Intermediate,4.29,0.9486515676385466,2025.94,1215.5639999999999,4.99,256,Random House LLC,406,0,0.0,0,1
235,1989.0,Preludes & Nocturnes,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",Intermediate,4.3,0.8767770216053863,2251.8,1351.08,5.56,257,"Amazon Digital Services,  Inc.",405,0,0.0,0,1
236,1999.0,Seabiscuit,Laura Hillenbrand,Intermediate,4.2,0.526352910415899,1007.5,604.5,2.5,258,HarperCollins Publishers,403,0,0.0,1,0
237,2003.0,Shutter Island,Dennis Lehane,Intermediate,4.07,0.596831218027223,4270.65,2562.39,10.65,259,Penguin Group (USA) LLC,401,0,0.0,1,0
238,1894.0,The Complete Sherlock Holmes,Arthur Conan Doyle,Famous,4.5,0.4710428292963413,3180.02,1908.0120000000002,7.99,261,Penguin Group (USA) LLC,398,0,0.0,1,0
239,1599.0,The Tragedy of Julius Caesar,"William Shakespeare, Roma Gill",Intermediate,3.65,0.79404989511159,392.04,235.22400000000002,0.99,262,"Amazon Digital Services,  Inc.",396,0,0.0,1,0
240,2011.0,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,Intermediate,3.81,0.4941124959480444,392.04,235.22400000000002,0.99,262,"Amazon Digital Services,  Inc.",396,0,0.0,1,0
241,-380.0,Î Î¿Î»Î¹Ï„ÎµÎ¯Î±,"Plato, Desmond Lee",Intermediate,3.9,0.48754382882713304,387.09,232.25400000000002,0.99,265,"Amazon Digital Services,  Inc.",391,0,0.0,1,0
242,1593.0,The Taming of the Shrew,William Shakespeare,Intermediate,3.81,0.9966631297348695,2726.1,1635.66,6.99,266,Hachette Book Group,390,0,0.0,0,1
243,2014.0,Cress,Marissa Meyer,Famous,4.46,2.131138580168208,1154.14,692.4839999999999,2.99,268,Macmillan,386,0,0.0,0,1
244,2010.0,Just Kids,Patti Smith,Intermediate,4.14,0.3691174245022968,766.15,459.69,1.99,269,Random House LLC,385,0,0.0,1,0
245,1997.0,Persepolis,Phaidon Press,Intermediate,3.79,0.248660127927517,3060.17,1836.102,7.99,270,Penguin Group (USA) LLC,383,0,0.0,1,0
246,2001.0,Jemima J,Jane Green,Intermediate,3.62,0.2070903021864839,758.19,0.0,1.99,271,"Amazon Digital Services,  Inc.",381,0,0.0,1,0
247,1831.0,Notre-Dame de Paris,"Victor Hugo, Walter J. Cobb",Intermediate,3.97,0.7914478144163497,3013.71,1808.226,7.91,271,"Amazon Digital Services,  Inc.",381,0,0.0,0,1
248,1996.0,A Fine Balance,Rohinton Mistry,Intermediate,4.34,0.1377861041571585,1136.2,681.72,2.99,272,Simon and Schuster Digital Sales Inc,380,0,0.0,1,0
249,1987.0,Calvin and Hobbes,"Bill Watterson, G.B. Trudeau",Famous,4.61,0.7259832720470739,1886.22,1131.732,4.99,273,Penguin Group (USA) LLC,378,0,0.0,0,1
250,2006.0,Specials,Scott Westerfeld,Intermediate,3.77,1.4044282142938582,1124.24,674.544,2.99,274,"Amazon Digital Services,  Inc.",376,0,0.0,1,0
251,1899.0,The Awakening,Kate Chopin,Intermediate,3.63,0.9698807381887383,371.25,0.0,0.99,275,"Amazon Digital Services,  Inc.",375,0,0.0,1,0
252,2009.0,Hunted,"P.C. Cast, Kristin Cast",Intermediate,3.93,1.3706328979471405,1871.25,1122.75,4.99,275,Random House LLC,375,0,0.0,1,0
253,2006.0,For One More Day,Mitch Albom,Intermediate,4.09,0.23111194958034806,1488.27,0.0,3.99,276,"Amazon Digital Services,  Inc.",373,0,0.0,1,0
254,1989.0,Clear and Present Danger,Tom Clancy,Intermediate,4.08,0.33024487753072007,1115.27,669.1619999999999,2.99,276,Hachette Book Group,373,0,0.0,1,0
255,1996.0,Falling Up,Shel Silverstein,Intermediate,4.33,0.5353015293922131,366.3,0.0,0.99,278,"Amazon Digital Services,  Inc.",370,0,0.0,1,0
256,2010.0,Sh*t My Dad Says,Justin Halpern,Intermediate,3.98,0.24275784732611838,2775.0,1665.0,7.5,278,Hachette Book Group,370,0,0.0,0,1
257,1993.0,Trainspotting,"Irvine Welsh, Eric Lindor Fall",Intermediate,4.07,-1.125143281085113,1100.32,660.192,2.99,279,Random House LLC,368,0,0.0,1,0
258,1952.0,Foundation and Empire,Isaac Asimov,Intermediate,4.2,0.3390665657414126,1094.34,0.0,2.99,280,"Amazon Digital Services,  Inc.",366,0,0.0,1,0
259,1997.0,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book",Miguel Ruiz,Intermediate,4.12,0.06683180617475394,4388.34,2633.0040000000004,11.99,280,Penguin Group (USA) LLC,366,0,0.0,1,0
260,2010.0,House Rules,Jodi Picoult,Intermediate,4.01,0.5181658760333139,4084.35,2450.61,11.19,281,HarperCollins Publishers,365,0,0.0,0,1
261,1812.0,BrÃ¼der Grimm: Kinder- und HausmÃ¤rchen,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",Intermediate,4.31,0.679526611829614,1811.37,0.0,4.99,282,"Amazon Digital Services,  Inc.",363,0,0.0,1,0
262,1967.0,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,Intermediate,4.15,1.2574741203955955,1085.37,651.222,2.99,282,"Amazon Digital Services,  Inc.",363,0,0.0,1,0
263,2013.0,Doctor Sleep,Stephen King,Intermediate,4.1,0.011616923129412291,357.39,214.43400000000003,0.99,283,"Amazon Digital Services,  Inc.",361,0,0.0,1,0
264,1998.0,About a Boy,Nick Hornby,Intermediate,3.79,0.22495580744770652,1079.39,647.634,2.99,283,Penguin Group (USA) LLC,361,0,0.0,1,0
265,2012.0,On Dublin Street,Samantha Young,Intermediate,4.24,1.3280476260811356,3905.78,2343.468,10.91,285,Random House LLC,358,0,0.0,0,1
266,2008.0,Crazy Love: Overwhelmed by a Relentless God,"Francis Chan, Danae Yankoski, Chris Tomlin",Intermediate,4.15,0.3630564804438714,1064.44,638.664,2.99,286,Macmillan,356,0,0.0,1,0
267,1960.0,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,Intermediate,4.12,0.719446337617568,706.45,423.87,1.99,287,Simon and Schuster Digital Sales Inc,355,0,0.0,0,1
268,1987.0,Watchers,Dean Koontz,Intermediate,4.16,0.4659973313628877,1049.49,0.0,2.99,289,"Amazon Digital Services,  Inc.",351,0,0.0,1,0
269,1902.0,The Story of My Life,Helen Keller,Intermediate,4.07,0.39358332957583614,347.49,208.49400000000003,0.99,289,"Amazon Digital Services,  Inc.",351,0,0.0,0,1
270,2009.0,This Is Where I Leave You,Jonathan Tropper,Intermediate,3.88,0.11852436047409967,346.5,0.0,0.99,290,"Amazon Digital Services,  Inc.",350,0,0.0,1,0
271,2010.0,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith,Intermediate,3.7,0.36258049007279086,344.52,0.0,0.99,291,"Amazon Digital Services,  Inc.",348,0,0.0,1,0
272,1999.0,ãƒ•ãƒ«ãƒ¼ãƒ„ãƒã‚¹ã‚±ãƒƒãƒˆ 1,"Natsuki Takaya, Alethea Nibley, Athena Nibley",Intermediate,4.23,0.7475297695113193,1031.55,618.93,2.99,293,Simon and Schuster Digital Sales Inc,345,0,0.0,0,1
273,1623.0,The Tempest,William Shakespeare,Intermediate,3.8,0.9604878615327491,1025.57,0.0,2.99,294,"Amazon Digital Services,  Inc.",343,0,0.0,1,0
274,2010.0,Burned: A House of Night Novel,"P.C. Cast, Kristin Cast",Intermediate,3.98,0.8203880289780461,1019.59,0.0,2.99,295,"Amazon Digital Services,  Inc.",341,0,0.0,1,0
275,1997.0,Wizard and Glass,"Stephen King, Dave McKean",Intermediate,4.24,0.3210106643317578,1019.59,611.754,2.99,295,Simon and Schuster Digital Sales Inc,341,0,1.0,0,0
276,2013.0,The Circle,Dave Eggers,Novice,3.46,0.4601902488357052,3872.6,2323.56,11.39,296,Penguin Group (USA) LLC,340,0,0.0,1,0
277,2007.0,The Invention of Hugo Cabret,Brian Selznick,Intermediate,4.23,1.1820137802336286,1686.62,0.0,4.99,297,"Amazon Digital Services,  Inc.",338,0,0.0,1,0
278,1932.0,Brave New World/Brave New World Revisited,"Aldous Huxley, Christopher Hitchens",Intermediate,4.16,0.4193185423055902,1676.64,0.0,4.99,298,"Amazon Digital Services,  Inc.",336,0,0.0,1,0
279,2003.0,æ¡œè˜­é«˜æ ¡ãƒ›ã‚¹ãƒˆéƒ¨ 1,Bisco Hatori,Excellent,4.36,0.6020036467262981,666.65,399.99,1.99,299,HarperCollins Publishers,335,0,0.0,1,0
280,2014.0,The Good Girl,Mary Kubica,Intermediate,3.81,0.1912239564837995,2620.72,1572.432,7.99,303,Random House LLC,328,0,0.0,1,0
281,2012.0,"Fallen Too Far (Too Far, #1)",Abbi Glines,Excellent,4.21,1.3950036049464636,2875.32,1725.192,8.82,304,Penguin Group (USA) LLC,326,0,0.0,1,0
282,2014.0,Landline,Rainbow Rowell,Intermediate,3.55,0.5995919621794902,1300.74,0.0,3.99,304,"Amazon Digital Services,  Inc.",326,0,0.0,1,0
283,2008.0,Tempted,"P.C. Cast, Kristin Cast",Intermediate,3.96,1.0305853768472086,2759.25,1655.55,8.49,305,HarperCollins Publishers,325,0,1.0,0,0
284,2005.0,No Country for Old Men,Cormac McCarthy,Excellent,4.12,0.1778010280193285,1611.77,967.062,4.99,306,Simon and Schuster Digital Sales Inc,323,0,0.0,1,0
285,2009.0,Wolf Hall,Hilary Mantel,Intermediate,3.85,0.254689339294537,2468.49,1481.094,7.69,307,Penguin Group (USA) LLC,321,0,0.0,1,0
286,1986.0,Howl's Moving Castle,Diana Wynne Jones,Excellent,4.3,0.9213614530299294,950.82,0.0,2.99,309,"Amazon Digital Services,  Inc.",318,0,0.0,1,0
287,2001.0,Dreamcatcher,"Stephen King, William Olivier Desmond",Intermediate,3.59,0.6646439795604961,1576.84,0.0,4.99,310,"Amazon Digital Services,  Inc.",316,0,0.0,1,0
288,1854.0,Walden; or Life in the Woods,Henry David Thoreau,Intermediate,3.79,0.4173511154384573,2044.35,1226.61,6.49,311,Random House LLC,315,0,0.0,0,1
289,1989.0,The Remains of the Day,Kazuo Ishiguro,Excellent,4.1,0.3484911750888071,1874.87,1124.922,5.99,312,Random House LLC,313,0,0.0,0,1
290,2010.0,The Best of Me,Nicholas Sparks,Intermediate,3.91,0.28575564418039306,307.89,184.734,0.99,313,"Amazon Digital Services,  Inc.",311,0,0.0,1,0
291,2011.0,The Sense of an Ending,Julian Barnes,Intermediate,3.7,0.0018432541765587113,306.9,0.0,0.99,314,"Amazon Digital Services,  Inc.",310,0,0.0,1,0
292,1982.0,A is for Alibi,Sue Grafton,Intermediate,3.82,0.6700702697908142,616.9,370.14,1.99,314,"Amazon Digital Services,  Inc.",310,0,0.0,1,0
293,-430.0,ÎŸá¼°Î´Î¯Ï€Î¿Ï…Ï‚ Î¤ÏÏÎ±Î½Î½Î¿Ï‚,"Sophocles, J.E. Thomas",Intermediate,3.67,0.7801827089674438,2460.92,1476.5520000000001,7.99,315,Hachette Book Group,308,0,0.0,1,0
294,2009.0,Shanghai Girls,Lisa See,Intermediate,3.87,0.37505143779510075,2152.92,1291.752,6.99,315,Penguin Group (USA) LLC,308,0,0.0,0,1
295,1908.0,The Wind in the Willows,"Kenneth Grahame, Gillian Avery",Intermediate,3.98,0.9425271581973104,10327.3,6196.38,33.86,317,Penguin Group (USA) LLC,305,0,0.0,1,0
296,2014.0,To All the Boys I've Loved Before,Jenny Han,Excellent,4.11,1.333664312459886,598.99,0.0,1.99,319,"Amazon Digital Services,  Inc.",301,0,0.0,0,1
297,2000.0,Persepolis,"Marjane Satrapi, Mattias Ripa",Excellent,4.23,0.7042463784343963,1487.02,892.212,4.99,321,Random House LLC,298,0,0.0,1,0
298,1908.0,A Room with a View,E.M. Forster,Intermediate,3.91,0.4786586752336298,891.02,0.0,2.99,321,"Amazon Digital Services,  Inc.",298,0,0.0,1,0
299,2010.0,The DUFF: Designated Ugly Fat Friend,Kody Keplinger,Intermediate,3.86,1.3272543087960014,1181.04,0.0,3.99,322,"Amazon Digital Services,  Inc.",296,0,0.0,1,0
